customer_id,total_value_sum,total_value_mean,total_value_median,price_mean,price_median,quantity_mean,quantity_sum,recency_days_mean,recency_days_min,age_median,tenure_months_max,tenure_months_median,vader_compound_mean,vader_compound_median,vader_compound_max,vader_compound_min,vader_pos_mean,vader_neg_mean,vader_neu_mean,region,segment,gender,category,sentiment_clean,vader_label,sentiment,churn,sent_frac_Negative,sent_frac_Neutral,sent_frac_Positive
CUST00274,15200,7600.0,7600.0,1550.0,1550.0,3.5,7,72.0,72,44.0,58,58.0,-0.01815,-0.01815,0.4404,-0.4767,0.21,0.1915,0.5985,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.5,0.5,0.0
CUST00275,327000,54500.0,60000.0,15000.0,12000.0,3.5,21,168.0,168,48.0,18,18.0,0.1933,0.43025,0.6808,-0.4767,0.34650000000000003,0.12766666666666668,0.5258333333333333,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.3333333333333333,0.16666666666666666,0.5
CUST00276,103350,20670.0,25000.0,10430.0,12000.0,2.4,12,183.0,183,27.0,12,12.0,0.38264,0.4404,0.6808,-0.3089,0.3916,0.0858,0.5226,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.4,0.6
CUST00277,357000,51000.0,50000.0,20714.285714285714,15000.0,2.5714285714285716,18,73.0,73,23.0,37,37.0,0.24522857142857143,0.4404,0.8016,-0.4585,0.3434285714285714,0.12242857142857143,0.5341428571428571,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855
CUST00278,237300,79100.0,12000.0,19033.333333333332,12000.0,3.0,9,268.0,268,61.0,59,59.0,0.33066666666666666,0.4201,0.5719,0.0,0.377,0.0,0.623,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.3333333333333333,0.0,0.6666666666666666
CUST00279,40000,20000.0,20000.0,8000.0,8000.0,2.5,5,153.0,153,61.0,36,36.0,0.50615,0.50615,0.5719,0.4404,0.5345,0.0,0.46549999999999997,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.5,0.5
CUST00280,207300,29614.285714285714,32000.0,7885.714285714285,8000.0,3.0,21,180.0,180,34.0,31,31.0,0.204,0.4404,0.8016,-0.4767,0.3071428571428571,0.11585714285714285,0.577,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2857142857142857,0.2857142857142857,0.42857142857142855
CUST00281,227000,45400.0,32000.0,17200.0,15000.0,3.4,17,48.0,48,27.0,32,32.0,0.36278,0.4404,0.8016,0.0,0.3702,0.0,0.6298,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.4,0.2,0.4
CUST00282,15300,5100.0,250.0,5033.333333333333,50.0,2.3333333333333335,7,143.0,143,59.0,27,27.0,0.3146,0.5719,0.6808,-0.3089,0.39233333333333337,0.143,0.4646666666666666,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.3333333333333333,0.6666666666666666
CUST00283,175800,21975.0,175.0,6293.75,50.0,2.75,22,10.0,10,55.0,1,1.0,0.4063,0.5719,0.8016,-0.3089,0.47625,0.10725,0.4165,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.375,0.625
CUST00284,211050,52762.5,15500.0,18262.5,14000.0,2.0,8,40.0,40,57.0,57,57.0,0.12882499999999997,0.21005,0.5719,-0.4767,0.28275,0.09575,0.6214999999999999,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.5,0.0,0.5
CUST00285,407000,81400.0,90000.0,29600.0,25000.0,3.0,15,196.0,196,18.0,39,39.0,0.12574,0.4201,0.5719,-0.4767,0.356,0.16219999999999998,0.48179999999999995,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.0,0.8
CUST00286,262550,37507.142857142855,24000.0,14307.142857142857,12000.0,2.7142857142857144,19,225.0,225,62.0,50,50.0,0.3194285714285714,0.4201,0.8016,-0.4585,0.4002857142857143,0.12242857142857143,0.47728571428571426,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.14285714285714285,0.8571428571428571
CUST00287,269500,44916.666666666664,34500.0,9700.0,9000.0,3.6666666666666665,22,161.0,161,31.0,54,54.0,-0.15746666666666667,-0.3089,0.4404,-0.4585,0.06999999999999999,0.28583333333333333,0.6441666666666667,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666
CUST00290,24000,12000.0,12000.0,8000.0,8000.0,1.5,3,92.0,92,48.0,33,33.0,0.5719,0.5719,0.5719,0.5719,0.649,0.0,0.351,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.0,1.0
CUST00294,421300,70216.66666666667,41500.0,21850.0,16500.0,2.6666666666666665,16,103.0,103,43.0,44,44.0,0.13736666666666666,0.21005,0.4404,-0.4767,0.22033333333333335,0.06383333333333334,0.7158333333333333,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.5,0.3333333333333333,0.16666666666666666
CUST00295,128000,32000.0,32500.0,11500.0,9000.0,3.0,12,264.0,264,36.0,37,37.0,0.371175,0.496,0.8016,-0.3089,0.47825,0.10725,0.4145,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.25,0.75
CUST00296,670000,134000.0,60000.0,31400.0,15000.0,4.2,21,280.0,280,50.0,57,57.0,0.34907999999999995,0.5719,0.8016,-0.3089,0.39180000000000004,0.0858,0.5224,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.2,0.6
CUST00297,85200,28400.0,25000.0,13350.0,15000.0,3.0,9,361.0,361,48.0,29,29.0,0.5643666666666666,0.5719,0.6808,0.4404,0.5323333333333333,0.0,0.4676666666666667,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.3333333333333333,0.6666666666666666
CUST00298,328000,65600.0,24000.0,25800.0,8000.0,2.4,12,269.0,269,56.0,9,9.0,-0.16072000000000003,-0.4585,0.5719,-0.4585,0.1298,0.25680000000000003,0.6134,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.0,0.8
CUST00299,530000,106000.0,48000.0,26000.0,15000.0,3.8,19,259.0,259,50.0,39,39.0,0.50858,0.4404,0.8016,0.4201,0.5048,0.0,0.4952,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.6,0.4
CUST00300,357000,89250.0,67500.0,25750.0,15000.0,4.0,16,224.0,224,21.0,49,49.0,0.15604999999999997,0.06575,0.8016,-0.3089,0.3005,0.2145,0.485,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.75,0.25
CUST00302,388000,97000.0,42000.0,26500.0,12000.0,3.25,13,159.0,159,55.0,26,26.0,0.1379,0.21005,0.4404,-0.3089,0.22549999999999998,0.10725,0.66725,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.25,0.5,0.25
CUST00303,66300,22100.0,16000.0,11033.333333333334,8000.0,2.3333333333333335,7,24.0,24,37.0,30,30.0,-0.04453333333333335,-0.4585,0.8016,-0.4767,0.26066666666666666,0.2703333333333333,0.46900000000000003,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.3333333333333333,0.0,0.6666666666666666
CUST00304,334200,55700.0,32000.0,17525.0,10000.0,2.8333333333333335,17,299.0,299,43.0,20,20.0,0.42449999999999993,0.5606,0.8016,-0.4767,0.4566666666666667,0.06383333333333334,0.4795,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666
CUST00306,261200,87066.66666666667,36000.0,19033.333333333332,12000.0,3.3333333333333335,10,121.0,121,43.0,22,22.0,0.1778333333333333,0.4201,0.5719,-0.4585,0.377,0.14266666666666666,0.4803333333333333,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.0,1.0
CUST00307,96100,24025.0,24000.0,8012.5,10000.0,2.75,11,307.0,307,20.0,14,14.0,0.243475,0.43025,0.5719,-0.4585,0.38775,0.107,0.50525,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.25,0.75
CUST00308,361200,60200.0,36000.0,14841.666666666666,8000.0,4.0,24,1.0,1,54.0,41,41.0,-0.12111666666666669,-0.39280000000000004,0.5719,-0.4767,0.17816666666666667,0.263,0.5588333333333333,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.5,0.3333333333333333,0.16666666666666666
CUST00310,395200,98800.0,22550.0,28787.5,22550.0,2.25,9,157.0,157,31.0,7,7.0,-0.21000000000000002,-0.4676,0.5719,-0.4767,0.16225,0.2985,0.53925,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.5,0.0,0.5
CUST00311,113100,28275.0,26500.0,17025.0,11500.0,1.75,7,216.0,216,59.0,44,44.0,-0.026200000000000015,-0.15445,0.6808,-0.4767,0.132,0.203,0.665,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.5,0.25,0.25
CUST00313,15100,7550.0,7550.0,1550.0,1550.0,3.0,6,143.0,143,26.0,6,6.0,0.06575,0.06575,0.4404,-0.3089,0.21,0.2145,0.5754999999999999,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,1.0,0.0
CUST00315,25000,25000.0,25000.0,25000.0,25000.0,1.0,1,360.0,360,43.0,19,19.0,0.4404,0.4404,0.4404,0.4404,0.42,0.0,0.58,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,1.0,0.0
CUST00316,344450,68890.0,24000.0,25430.0,12000.0,2.6,13,10.0,10,61.0,27,27.0,0.32277999999999996,0.4404,0.8016,-0.3089,0.346,0.0858,0.5681999999999999,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.4,0.4
CUST00317,184200,36840.0,12000.0,20410.0,12000.0,2.0,10,45.0,45,26.0,56,56.0,0.22744,0.4404,0.8016,-0.4767,0.346,0.16240000000000002,0.4915999999999999,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.4,0.4
CUST00319,253000,63250.0,60000.0,32000.0,25000.0,2.25,9,204.0,204,43.0,58,58.0,0.14854999999999996,0.18594999999999998,0.6808,-0.4585,0.264,0.21425,0.5217499999999999,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.25,0.75
CUST00320,308900,38612.5,9000.0,18156.25,7500.0,2.5,20,140.0,140,56.0,22,22.0,0.19267499999999999,0.4404,0.8016,-0.4767,0.349875,0.15487499999999998,0.49524999999999997,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.125,0.25,0.625
CUST00322,250100,50020.0,12000.0,17010.0,12000.0,2.2,11,150.0,150,33.0,39,39.0,0.40724,0.5719,0.8016,-0.4585,0.4758,0.0856,0.43859999999999993,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.2,0.8
CUST00324,84400,21100.0,19500.0,7525.0,7500.0,2.75,11,210.0,210,46.0,41,41.0,0.17419999999999997,0.18594999999999998,0.8016,-0.4767,0.3275,0.203,0.4695,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.25,0.25,0.5
CUST00325,149550,29910.0,9000.0,8630.0,3000.0,3.4,17,266.0,266,49.0,3,3.0,-0.09896,0.0,0.4404,-0.4767,0.08399999999999999,0.16219999999999998,0.7538,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.6,0.2,0.2
CUST00326,131500,26300.0,15000.0,10220.0,8000.0,3.2,16,282.0,282,39.0,14,14.0,0.01861999999999999,0.0,0.4404,-0.4585,0.18039999999999998,0.1714,0.6481999999999999,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.4,0.4
CUST00327,50000,50000.0,50000.0,25000.0,25000.0,2.0,2,314.0,314,57.0,30,30.0,0.6808,0.6808,0.6808,0.6808,0.528,0.0,0.472,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.0,1.0
CUST00328,48000,24000.0,24000.0,10000.0,10000.0,2.5,5,138.0,138,35.0,8,8.0,0.4201,0.4201,0.4201,0.4201,0.482,0.0,0.518,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.0,1.0
CUST00330,118000,29500.0,33000.0,11750.0,12000.0,2.75,11,122.0,122,37.0,2,2.0,-0.01867500000000001,-0.019200000000000023,0.4404,-0.4767,0.22549999999999998,0.20274999999999999,0.57175,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.25,0.25,0.5
CUST00331,146200,29240.0,24000.0,12010.0,12000.0,2.8,14,106.0,106,60.0,11,11.0,0.008979999999999988,-0.3089,0.6808,-0.4585,0.1896,0.2572,0.5532,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.6,0.4
CUST00332,99000,33000.0,30000.0,14000.0,15000.0,2.3333333333333335,7,330.0,330,34.0,11,11.0,0.3010333333333333,0.6808,0.6808,-0.4585,0.35200000000000004,0.14266666666666666,0.5053333333333333,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.0,1.0
CUST00333,135150,22525.0,15000.0,12516.666666666666,7500.0,2.5,15,206.0,206,41.0,23,23.0,0.25386666666666663,0.43025,0.6808,-0.4585,0.3083333333333333,0.07133333333333333,0.6203333333333333,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.16666666666666666,0.3333333333333333,0.5
CUST00334,109100,21820.0,30000.0,7610.0,8000.0,2.6,13,294.0,294,28.0,43,43.0,0.6030599999999999,0.5719,0.8016,0.4201,0.6354,0.0,0.3646,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.0,1.0
CUST00335,111300,22260.0,9000.0,16220.0,3000.0,2.8,14,77.0,77,50.0,57,57.0,0.0667,0.0,0.6808,-0.4585,0.202,0.1714,0.6266,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.2,0.6
CUST00336,93400,23350.0,9000.0,7525.0,7500.0,3.0,12,310.0,310,31.0,58,58.0,0.3984,0.55045,0.8016,-0.3089,0.448,0.10725,0.44475,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.25,0.75
CUST00338,509400,84900.0,42000.0,19191.666666666668,10000.0,3.6666666666666665,22,28.0,28,37.0,4,4.0,0.3896,0.50615,0.6808,-0.4767,0.42416666666666664,0.06383333333333334,0.512,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.16666666666666666,0.3333333333333333,0.5
CUST00339,148050,37012.5,44000.0,8012.5,10000.0,3.75,15,282.0,282,19.0,59,59.0,0.525625,0.4404,0.8016,0.4201,0.526,0.0,0.474,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.5,0.5
CUST00342,374100,74820.0,12000.0,17020.0,12000.0,3.2,16,308.0,308,18.0,8,8.0,0.57652,0.6808,0.6808,0.4201,0.5096,0.0,0.4904,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.0,1.0
CUST00343,158000,26333.333333333332,19500.0,11333.333333333334,10000.0,2.5,15,273.0,273,45.0,23,23.0,0.1457333333333333,0.21005,0.8016,-0.4585,0.291,0.14283333333333334,0.5661666666666666,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666
CUST00344,36000,18000.0,18000.0,10000.0,10000.0,2.0,4,80.0,80,53.0,39,39.0,-0.009050000000000002,-0.009050000000000002,0.4404,-0.4585,0.21,0.214,0.576,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.5,0.5
CUST00345,333100,83275.0,61500.0,26762.5,18500.0,3.0,12,103.0,103,23.0,45,45.0,0.16699999999999998,0.17154999999999998,0.8016,-0.4767,0.391,0.20274999999999999,0.40625,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.25,0.0,0.75
CUST00346,115000,38333.333333333336,30000.0,17333.333333333332,15000.0,2.6666666666666665,8,74.0,74,61.0,1,1.0,0.28683333333333333,0.4201,0.4404,0.0,0.30066666666666664,0.0,0.6993333333333333,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00347,24550,8183.333333333333,400.0,2716.6666666666665,100.0,3.3333333333333335,10,73.0,73,59.0,35,35.0,0.6341666666666667,0.6808,0.8016,0.4201,0.5973333333333334,0.0,0.4026666666666667,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.0,1.0
CUST00348,127250,25450.0,9000.0,10210.0,8000.0,3.0,15,303.0,303,31.0,22,22.0,-0.04636000000000001,-0.3089,0.5719,-0.4767,0.2138,0.248,0.5382,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.4,0.4
CUST00350,237500,39583.333333333336,40500.0,13350.0,13500.0,3.1666666666666665,19,225.0,225,52.0,40,40.0,-0.0033666666666666845,-0.22925,0.8016,-0.4767,0.23850000000000002,0.2065,0.555,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.3333333333333333,0.0,0.6666666666666666
CUST00351,246000,49200.0,36000.0,21600.0,12000.0,3.2,16,154.0,154,32.0,28,28.0,-0.0763,-0.3089,0.4404,-0.4767,0.16799999999999998,0.23900000000000002,0.593,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.4,0.6,0.0
CUST00352,145250,24208.333333333332,24500.0,11008.333333333334,11500.0,2.8333333333333335,17,39.0,39,42.0,4,4.0,0.22731666666666664,0.43025,0.6808,-0.3089,0.3083333333333333,0.143,0.5486666666666666,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.6666666666666666,0.3333333333333333
CUST00354,12300,6150.0,6150.0,1550.0,1550.0,3.5,7,340.0,340,31.0,9,9.0,0.4404,0.4404,0.4404,0.4404,0.42,0.0,0.58,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,1.0,0.0
CUST00357,486000,69428.57142857143,40000.0,21000.0,12000.0,3.0,21,309.0,309,30.0,51,51.0,0.2165285714285714,0.4404,0.6808,-0.3089,0.28814285714285715,0.12257142857142857,0.5892857142857143,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.14285714285714285,0.5714285714285714,0.2857142857142857
CUST00358,380050,54292.857142857145,40000.0,14150.0,8000.0,3.142857142857143,22,206.0,206,55.0,4,4.0,0.10537142857142856,0.0,0.8016,-0.4585,0.2644285714285714,0.18371428571428572,0.5518571428571428,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855
CUST00362,113000,37666.666666666664,50000.0,14333.333333333334,15000.0,2.3333333333333335,7,339.0,339,47.0,22,22.0,0.11436666666666666,0.0,0.8016,-0.4585,0.26066666666666666,0.14266666666666666,0.5966666666666667,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.3333333333333333,0.0,0.6666666666666666
CUST00364,385000,96250.0,40500.0,26250.0,13500.0,3.25,13,232.0,232,27.0,51,51.0,0.3944,0.62635,0.8016,-0.4767,0.48975,0.09575,0.4145,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.25,0.0,0.75
CUST00365,586250,117250.0,32000.0,27010.0,12000.0,4.0,20,128.0,128,25.0,51,51.0,0.08765999999999999,0.0,0.8016,-0.4767,0.2862,0.16219999999999998,0.5516,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.4,0.0,0.6
CUST00366,306250,61250.0,25000.0,18010.0,12000.0,3.2,16,256.0,256,42.0,10,10.0,0.18875999999999998,0.4404,0.6808,-0.3089,0.27359999999999995,0.1716,0.5548,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.8,0.2
CUST00367,37150,7430.0,300.0,2470.0,100.0,3.2,16,354.0,354,63.0,28,28.0,0.16441999999999998,0.4201,0.4404,-0.4585,0.2768,0.0856,0.6376,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.2,0.6
CUST00369,76000,25333.333333333332,24000.0,10666.666666666666,12000.0,2.6666666666666665,8,116.0,116,34.0,55,55.0,0.3306666666666666,0.4201,0.5719,0.0,0.377,0.0,0.623,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.3333333333333333,0.0,0.6666666666666666
CUST00370,155200,31040.0,25000.0,17220.0,8000.0,2.0,10,113.0,113,48.0,12,12.0,-0.09896,0.0,0.4404,-0.4767,0.08399999999999999,0.16219999999999998,0.7538,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.6,0.2,0.2
CUST00371,400,133.33333333333334,100.0,83.33333333333333,100.0,2.0,6,173.0,173,53.0,38,38.0,0.02099999999999998,-0.3089,0.6808,-0.3089,0.17600000000000002,0.286,0.5379999999999999,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.6666666666666666,0.3333333333333333
CUST00372,700,350.0,350.0,100.0,100.0,3.5,7,55.0,55,58.0,49,49.0,0.50615,0.50615,0.5719,0.4404,0.5345,0.0,0.46549999999999997,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.5,0.5
CUST00374,375700,53671.42857142857,15000.0,13885.714285714286,12000.0,3.2857142857142856,23,104.0,104,42.0,16,16.0,0.059714285714285706,0.0,0.8016,-0.4767,0.24057142857142857,0.17714285714285713,0.5822857142857142,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2857142857142857,0.2857142857142857,0.42857142857142855
CUST00375,100,100.0,100.0,100.0,100.0,1.0,1,42.0,42,57.0,21,21.0,0.4404,0.4404,0.4404,0.4404,0.42,0.0,0.58,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,1.0,0.0
CUST00377,194200,38840.0,24000.0,13610.0,8000.0,2.8,14,211.0,211,40.0,50,50.0,0.35146,0.4404,0.8016,-0.4767,0.4666,0.0766,0.4568,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.2,0.6
CUST00378,197050,49262.5,36000.0,10012.5,7500.0,3.75,15,156.0,156,33.0,7,7.0,0.165675,0.2202,0.6808,-0.4585,0.237,0.107,0.6559999999999999,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.25,0.25,0.5
CUST00380,235100,47020.0,15000.0,15220.0,8000.0,2.2,11,203.0,203,45.0,12,12.0,0.38182,0.5719,0.8016,-0.4767,0.5,0.0766,0.4234,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.2,0.6
CUST00381,15000,15000.0,15000.0,3000.0,3000.0,5.0,5,35.0,35,35.0,13,13.0,0.5719,0.5719,0.5719,0.5719,0.649,0.0,0.351,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.0,1.0
CUST00382,90250,30083.333333333332,200.0,15050.0,100.0,1.6666666666666667,5,220.0,220,49.0,23,23.0,0.5719,0.5719,0.5719,0.5719,0.649,0.0,0.351,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.0,1.0
CUST00383,462450,77075.0,26000.0,17025.0,10000.0,3.5,21,68.0,68,44.0,19,19.0,0.48773333333333335,0.6808,0.8016,-0.4585,0.517,0.07133333333333333,0.4116666666666666,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.0,1.0
CUST00384,413400,68900.0,30000.0,23850.0,10000.0,2.8333333333333335,17,193.0,193,57.0,2,2.0,0.27399999999999997,0.43025,0.8016,-0.4585,0.3506666666666667,0.07133333333333333,0.578,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.16666666666666666,0.3333333333333333,0.5
CUST00385,82000,41000.0,41000.0,16500.0,16500.0,3.0,6,293.0,293,36.0,35,35.0,0.4404,0.4404,0.4404,0.4404,0.42,0.0,0.58,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,1.0,0.0
CUST00387,166250,27708.333333333332,19500.0,16175.0,12000.0,2.6666666666666665,16,293.0,293,18.0,16,16.0,0.20614999999999997,0.43025,0.5719,-0.4585,0.3666666666666667,0.14283333333333334,0.49049999999999994,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.3333333333333333,0.6666666666666666
CUST00389,114250,28562.5,12075.0,13287.5,4050.0,2.25,9,216.0,216,47.0,57,57.0,0.3105,0.2202,0.8016,0.0,0.3005,0.0,0.6995,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.5,0.25,0.25
CUST00390,135500,33875.0,30000.0,12275.0,12000.0,3.25,13,92.0,92,25.0,27,27.0,-0.0863,-0.15445,0.4404,-0.4767,0.105,0.203,0.692,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.5,0.5,0.0
CUST00392,427000,106750.0,92500.0,28750.0,18500.0,4.25,17,325.0,325,48.0,1,1.0,0.248,0.43025,0.4404,-0.3089,0.3305,0.10725,0.5622499999999999,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.75,0.25
CUST00393,268500,38357.142857142855,24000.0,18600.0,12000.0,2.2857142857142856,16,181.0,181,54.0,37,37.0,0.11118571428571429,0.4201,0.5719,-0.4767,0.2815714285714286,0.1772857142857143,0.5411428571428571,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.14285714285714285,0.5714285714285714,0.2857142857142857
CUST00394,72000,24000.0,24000.0,20000.0,12000.0,1.3333333333333333,4,2.0,2,58.0,12,12.0,0.5540333333333333,0.4404,0.8016,0.4201,0.5613333333333334,0.0,0.4386666666666666,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.3333333333333333,0.6666666666666666
CUST00395,33000,16500.0,16500.0,9000.0,9000.0,1.5,3,218.0,218,38.0,14,14.0,0.5719,0.5719,0.5719,0.5719,0.649,0.0,0.351,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.0,1.0
CUST00396,437000,87400.0,24000.0,26800.0,8000.0,3.2,16,351.0,351,45.0,11,11.0,0.35552,0.4404,0.8016,-0.4767,0.4542,0.0766,0.4692,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.4,0.4
CUST00397,90350,22587.5,7600.0,7025.0,1525.0,3.75,15,177.0,177,24.0,49,49.0,0.08389999999999999,0.06575,0.6808,-0.4767,0.237,0.203,0.5599999999999999,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.25,0.5,0.25
CUST00398,183000,61000.0,36000.0,23000.0,12000.0,2.3333333333333335,7,319.0,319,21.0,52,52.0,-0.16493333333333335,-0.4585,0.4404,-0.4767,0.13999999999999999,0.2703333333333333,0.5896666666666667,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00399,131500,26300.0,25000.0,21420.0,12000.0,3.0,15,312.0,312,38.0,56,56.0,-0.004480000000000017,-0.3089,0.8016,-0.4767,0.2528,0.248,0.4992,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.2,0.6
CUST00400,141250,35312.5,8100.0,8287.5,4050.0,2.5,10,64.0,64,41.0,10,10.0,-0.242875,-0.4676,0.4404,-0.4767,0.105,0.2985,0.5965,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.5,0.25,0.25
CUST00401,398400,132800.0,48000.0,27366.666666666668,12000.0,4.333333333333333,13,254.0,254,30.0,40,40.0,0.22089999999999999,0.4404,0.6808,-0.4585,0.316,0.14266666666666666,0.5413333333333333,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.3333333333333333,0.6666666666666666
CUST00402,555000,138750.0,86500.0,28750.0,18500.0,4.5,18,110.0,110,37.0,13,13.0,-0.014125000000000013,-0.019200000000000023,0.4404,-0.4585,0.22549999999999998,0.214,0.5605,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.25,0.75
