category,price,quantity,total_value,age,gender,region,segment,churn,tenure_months,sentiment,sale_year,sale_month,sale_quarter,sale_day_of_week,sale_is_weekend,days_since_last_purchase,avg_order_value,price_per_unit,high_value_customer,bulk_buyer,tenure_years,new_customer,loyal_customer,recent_customer,at_risk_customer,age_group,price_category,total_clv,avg_order_value_customer,order_frequency,clv_per_month,feedback_length,feedback_word_count,gender_encoded,region_encoded,segment_encoded,sentiment_encoded,category_encoded,age_group_encoded,price_category_encoded
Electronics,15000,4,60000,31,Female,North,Consumer,0,22,Positive,2022,4,2,0,0,303,60000,15000,0,0,1.8333333333333333,0,0,0,1,26-35,Medium,127000,31750.0,4,5521.739130434783,27,3,0,1,0,2,0,1,2
Electronics,12000,2,24000,57,Male,South,Corporate,0,36,Neutral,2021,3,1,1,0,355,24000,12000,0,0,3.0,0,1,0,1,55+,Medium,379000,126333.33,3,10243.243243243243,27,4,1,2,1,1,0,4,2
Electronics,12000,3,36000,22,Male,West,Corporate,1,34,Neutral,2020,12,4,2,0,127,36000,12000,0,0,2.8333333333333335,0,0,0,0,18-25,Medium,461000,92200.0,5,13171.42857142857,34,4,1,3,1,1,0,0,2
Electronics,12000,3,36000,53,Female,East,Small Business,1,47,Neutral,2021,10,4,0,0,331,36000,12000,0,0,3.9166666666666665,0,1,0,1,46-55,Medium,154000,30800.0,5,3208.3333333333335,39,6,0,0,2,1,0,3,2
Electronics,70000,3,210000,59,Male,East,Corporate,0,6,Neutral,2022,7,3,4,0,52,210000,70000,1,0,0.5,1,0,0,0,55+,Premium,359000,89750.0,4,51285.71428571428,25,5,1,0,1,1,0,4,3
Furniture,8000,4,32000,26,Male,West,Consumer,0,17,Neutral,2023,8,3,0,0,112,32000,8000,0,0,1.4166666666666667,0,0,0,0,26-35,Low,862000,143666.67,6,47888.88888888889,25,5,1,3,0,1,1,1,1
Electronics,25000,5,125000,35,Male,North,Consumer,0,50,Neutral,2021,2,1,0,0,115,125000,25000,1,0,4.166666666666667,0,1,0,0,26-35,Medium,349000,69800.0,5,6843.137254901961,25,5,1,1,0,1,0,1,2
Electronics,3000,1,3000,34,Male,South,Small Business,0,41,Negative,2021,9,3,2,0,259,3000,3000,0,0,3.4166666666666665,0,1,0,1,26-35,Low,15000,7500.0,2,357.14285714285717,29,5,1,2,2,0,0,1,1
Electronics,70000,2,140000,24,Male,South,Corporate,0,1,Neutral,2023,3,1,4,0,231,140000,70000,1,0,0.08333333333333333,1,0,0,1,18-25,Premium,419000,52375.0,8,209500.0,25,5,1,2,1,1,0,0,3
Electronics,70000,1,70000,40,Female,West,Consumer,1,39,Neutral,2022,6,2,3,0,35,70000,70000,0,0,3.25,0,1,0,0,36-45,Premium,442000,88400.0,5,11050.0,27,4,0,3,0,1,0,2,3
Furniture,12000,5,60000,36,Female,East,Small Business,0,15,Neutral,2021,7,3,5,1,48,60000,12000,0,0,1.25,0,0,0,0,36-45,Medium,425000,141666.67,3,26562.5,27,4,0,0,2,1,1,2,2
Office Supplies,100,1,100,30,Female,East,Corporate,0,14,Negative,2023,5,2,5,1,241,100,100,0,0,1.1666666666666667,0,0,0,1,26-35,Low,102600,17100.0,6,6840.0,40,6,0,0,1,0,2,1,1
Office Supplies,100,3,300,53,Female,West,Small Business,0,49,Neutral,2020,8,3,6,1,124,300,100,0,0,4.083333333333333,0,1,0,0,46-55,Low,99300,33100.0,3,1986.0,27,4,0,3,2,1,2,3,1
Electronics,3000,1,3000,51,Female,North,Small Business,0,59,Neutral,2021,10,4,4,0,148,3000,3000,0,0,4.916666666666667,0,1,0,0,46-55,Low,878200,97577.78,9,14636.666666666666,32,5,0,1,2,1,0,3,1
Furniture,8000,4,32000,36,Female,East,Small Business,0,54,Positive,2021,5,2,3,0,89,32000,8000,0,0,4.5,0,1,0,0,36-45,Low,324200,81050.0,4,5894.545454545455,27,3,0,0,2,2,1,2,1
Electronics,15000,5,75000,53,Female,South,Corporate,0,12,Positive,2021,6,2,3,0,279,75000,15000,0,0,1.0,0,0,0,1,46-55,Medium,255300,85100.0,3,19638.46153846154,41,7,0,2,1,2,0,3,2
Electronics,70000,3,210000,26,Male,East,Consumer,1,14,Neutral,2021,4,2,2,0,37,210000,70000,1,0,1.1666666666666667,0,0,0,0,26-35,Premium,879000,146500.0,6,58600.0,27,4,1,0,0,1,0,1,3
Electronics,3000,3,9000,39,Male,West,Small Business,1,36,Neutral,2020,8,3,5,1,301,9000,3000,0,0,3.0,0,1,0,1,36-45,Low,611000,76375.0,8,16513.513513513513,27,4,1,3,2,1,0,2,1
Electronics,3000,3,9000,57,Male,South,Corporate,0,25,Positive,2020,2,1,3,0,81,9000,3000,0,0,2.0833333333333335,0,0,0,0,55+,Low,145000,48333.33,3,5576.923076923077,27,3,1,2,1,2,0,4,1
Electronics,3000,4,12000,43,Male,West,Corporate,1,5,Negative,2020,11,4,0,0,222,12000,3000,0,0,0.4166666666666667,1,0,0,1,36-45,Low,267000,89000.0,3,44500.0,40,6,1,3,1,0,0,2,1
Electronics,3000,3,9000,20,Male,East,Small Business,0,34,Neutral,2022,10,4,2,0,182,9000,3000,0,0,2.8333333333333335,0,0,0,1,18-25,Low,243000,40500.0,6,6942.857142857143,34,4,1,0,2,1,0,0,1
Electronics,12000,3,36000,39,Female,East,Small Business,0,13,Neutral,2023,8,3,0,0,344,36000,12000,0,0,1.0833333333333333,0,0,0,1,36-45,Medium,96000,48000.0,2,6857.142857142857,39,6,0,0,2,1,0,2,2
Electronics,12000,2,24000,37,Female,South,Corporate,0,18,Positive,2023,2,1,6,1,32,24000,12000,0,0,1.5,0,0,0,0,36-45,Medium,203000,50750.0,4,10684.21052631579,27,3,0,2,1,2,0,2,2
Electronics,15000,3,45000,58,Male,South,Small Business,0,8,Neutral,2022,12,4,6,1,79,45000,15000,0,0,0.6666666666666666,0,0,0,0,55+,Medium,93200,31066.67,3,10355.555555555555,34,4,1,2,2,1,0,4,2
Electronics,3000,5,15000,37,Male,North,Corporate,1,39,Neutral,2021,6,2,2,0,76,15000,3000,0,0,3.25,0,1,0,0,36-45,Low,538000,107600.0,5,13450.0,27,4,1,1,1,1,0,2,1
Electronics,25000,3,75000,35,Male,West,Corporate,0,41,Positive,2022,7,3,4,0,196,75000,25000,0,0,3.4166666666666665,0,1,0,1,26-35,Medium,108000,27000.0,4,2571.4285714285716,30,4,1,3,1,2,0,1,2
Electronics,15000,4,60000,28,Male,West,Consumer,0,44,Positive,2021,3,1,5,1,244,60000,15000,0,0,3.6666666666666665,0,1,0,1,26-35,Medium,246000,61500.0,4,5466.666666666667,27,3,1,3,0,2,0,1,2
Electronics,45000,5,225000,23,Male,North,Corporate,0,15,Positive,2022,4,2,0,0,244,225000,45000,1,0,1.25,0,0,0,1,18-25,High,293000,97666.67,3,18312.5,41,7,1,1,1,2,0,0,0
Electronics,15000,3,45000,27,Male,East,Small Business,0,48,Neutral,2022,2,1,6,1,302,45000,15000,0,0,4.0,0,1,0,1,26-35,Medium,138000,27600.0,5,2816.326530612245,39,6,1,0,2,1,0,1,2
Office Supplies,100,5,500,49,Female,West,Corporate,0,57,Neutral,2023,1,1,6,1,57,500,100,0,0,4.75,0,1,0,0,46-55,Low,94500,18900.0,5,1629.3103448275863,39,6,0,3,1,1,2,3,1
Furniture,12000,1,12000,51,Female,West,Corporate,0,23,Positive,2022,8,3,3,0,296,12000,12000,0,0,1.9166666666666667,0,0,0,1,46-55,Medium,562800,93800.0,6,23450.0,27,3,0,3,1,2,1,3,2
Electronics,12000,4,48000,58,Female,North,Consumer,0,51,Neutral,2022,9,3,0,0,223,48000,12000,0,0,4.25,0,1,0,1,55+,Medium,328000,46857.14,7,6307.692307692308,34,4,0,1,0,1,0,4,2
Office Supplies,100,5,500,44,Male,West,Consumer,0,10,Positive,2022,6,2,4,0,79,500,100,0,0,0.8333333333333334,0,0,0,0,36-45,Low,235500,58875.0,4,21409.090909090908,41,7,1,3,0,2,2,2,1
Electronics,25000,4,100000,59,Male,South,Consumer,0,56,Neutral,2022,3,1,6,1,64,100000,25000,0,0,4.666666666666667,0,1,0,0,55+,Medium,603200,86171.43,7,10582.456140350878,39,6,1,2,0,1,0,4,2
Furniture,12000,5,60000,48,Male,East,Corporate,0,1,Neutral,2021,2,1,1,0,325,60000,12000,0,0,0.08333333333333333,1,0,0,1,46-55,Medium,427000,106750.0,4,213500.0,34,4,1,0,1,1,1,3,2
Furniture,12000,4,48000,55,Female,West,Small Business,0,53,Positive,2022,11,4,3,0,326,48000,12000,0,0,4.416666666666667,0,1,0,1,46-55,Medium,173000,86500.0,2,3203.703703703704,41,7,0,3,2,2,1,3,2
Electronics,15000,4,60000,35,Male,West,Small Business,0,1,Positive,2022,8,3,6,1,270,60000,15000,0,0,0.08333333333333333,1,0,0,1,26-35,Medium,898000,112250.0,8,449000.0,30,4,1,3,2,2,0,1,2
Electronics,12000,2,24000,25,Male,South,Small Business,0,33,Positive,2023,10,4,0,0,6,24000,12000,0,0,2.75,0,0,1,0,18-25,Medium,89700,17940.0,5,2638.235294117647,27,3,1,2,2,2,0,0,2
Electronics,15000,3,45000,46,Female,North,Consumer,0,53,Negative,2021,8,3,4,0,271,45000,15000,0,0,4.416666666666667,0,1,0,1,46-55,Medium,240000,80000.0,3,4444.444444444444,29,5,0,1,0,0,0,3,2
Electronics,25000,1,25000,30,Male,East,Small Business,0,57,Neutral,2022,5,2,0,0,278,25000,25000,0,0,4.75,0,1,0,1,26-35,Medium,382000,95500.0,4,6586.206896551724,34,4,1,0,2,1,0,1,2
Electronics,70000,3,210000,57,Male,North,Small Business,1,33,Neutral,2020,1,1,5,1,182,210000,70000,1,0,2.75,0,0,0,1,55+,Premium,222000,111000.0,2,6529.411764705882,39,6,1,1,2,1,0,4,3
Electronics,3000,3,9000,47,Male,North,Corporate,0,23,Negative,2020,6,2,2,0,8,9000,3000,0,0,1.9166666666666667,0,0,1,0,46-55,Low,190000,47500.0,4,7916.666666666667,29,5,1,1,1,0,0,3,1
Furniture,8000,5,40000,54,Female,North,Corporate,1,31,Negative,2023,7,3,4,0,247,40000,8000,0,0,2.5833333333333335,0,0,0,1,46-55,Low,679800,75533.33,9,21243.75,29,5,0,1,1,0,1,3,1
Electronics,70000,2,140000,36,Female,South,Consumer,0,59,Positive,2022,7,3,5,1,358,140000,70000,1,0,4.916666666666667,0,1,0,1,36-45,Premium,410800,82160.0,5,6846.666666666667,30,4,0,2,0,2,0,2,3
Electronics,25000,2,50000,47,Female,South,Consumer,0,22,Positive,2023,5,2,3,0,339,50000,25000,0,0,1.8333333333333333,0,0,0,1,46-55,Medium,113000,37666.67,3,4913.04347826087,30,4,0,2,0,2,0,3,2
Electronics,15000,5,75000,30,Female,West,Small Business,0,55,Negative,2020,10,4,0,0,243,75000,15000,0,0,4.583333333333333,0,1,0,1,26-35,Medium,424000,84800.0,5,7571.428571428572,29,5,0,3,2,0,0,1,2
Electronics,70000,3,210000,38,Female,North,Corporate,1,31,Neutral,2023,9,3,1,0,292,210000,70000,1,0,2.5833333333333335,0,0,0,1,36-45,Premium,309000,103000.0,3,9656.25,25,5,0,1,1,1,0,2,3
Electronics,15000,2,30000,40,Female,North,Corporate,0,18,Negative,2022,6,2,2,0,178,30000,15000,0,0,1.5,0,0,0,0,36-45,Medium,30000,30000.0,1,1578.9473684210527,40,6,0,1,1,0,0,2,2
Furniture,12000,2,24000,61,Male,South,Consumer,0,13,Negative,2022,10,4,2,0,159,24000,12000,0,0,1.0833333333333333,0,0,0,0,55+,Medium,255500,63875.0,4,18250.0,40,6,1,2,0,0,1,4,2
Electronics,15000,2,30000,46,Male,East,Corporate,0,53,Negative,2022,6,2,3,0,266,30000,15000,0,0,4.416666666666667,0,1,0,1,46-55,Medium,530000,75714.29,7,9814.814814814816,29,5,1,0,1,0,0,3,2
Electronics,25000,1,25000,20,Female,West,Corporate,1,59,Positive,2020,9,3,2,0,23,25000,25000,0,0,4.916666666666667,0,1,1,0,18-25,Medium,73300,24433.33,3,1221.6666666666667,41,7,0,3,1,2,0,0,2
Electronics,25000,4,100000,31,Male,South,Consumer,0,22,Positive,2023,9,3,3,0,200,100000,25000,0,0,1.8333333333333333,0,0,0,1,26-35,Medium,263000,52600.0,5,11434.782608695652,41,7,1,2,0,2,0,1,2
Office Supplies,100,2,200,54,Male,East,Consumer,0,11,Neutral,2023,9,3,1,0,221,200,100,0,0,0.9166666666666666,0,0,0,1,46-55,Low,15200,5066.67,3,1266.6666666666667,27,4,1,0,0,1,2,3,1
Electronics,70000,1,70000,45,Male,West,Consumer,0,33,Negative,2021,12,4,6,1,12,70000,70000,0,0,2.75,0,0,1,0,36-45,Premium,156600,31320.0,5,4605.882352941177,29,5,1,3,0,0,0,2,3
Electronics,70000,2,140000,37,Female,South,Corporate,0,18,Neutral,2022,5,2,1,0,32,140000,70000,1,0,1.5,0,0,0,0,36-45,Premium,203000,50750.0,4,10684.21052631579,39,6,0,2,1,1,0,2,3
Electronics,70000,4,280000,43,Male,North,Small Business,0,50,Negative,2022,4,2,1,0,207,280000,70000,1,0,4.166666666666667,0,1,0,1,36-45,Premium,444000,111000.0,4,8705.882352941177,29,5,1,1,2,0,0,2,3
Office Supplies,100,2,200,48,Male,South,Small Business,1,9,Negative,2021,8,3,5,1,259,200,100,0,0,0.75,0,0,0,1,46-55,Low,77700,15540.0,5,7770.0,29,5,1,2,2,0,2,3,1
Electronics,12000,5,60000,34,Female,West,Consumer,0,18,Neutral,2020,10,4,5,1,230,60000,12000,0,0,1.5,0,0,0,1,26-35,Medium,340000,85000.0,4,17894.736842105263,39,6,0,3,0,1,0,1,2
Furniture,8000,5,40000,57,Female,North,Consumer,0,7,Neutral,2021,3,1,1,0,68,40000,8000,0,0,0.5833333333333334,0,0,0,0,55+,Low,441000,73500.0,6,55125.0,27,4,0,1,0,1,1,4,1
Electronics,45000,5,225000,29,Male,East,Consumer,1,5,Positive,2020,8,3,5,1,220,225000,45000,1,0,0.4166666666666667,1,0,0,1,26-35,High,464000,92800.0,5,77333.33333333333,27,3,1,0,0,2,0,1,0
Electronics,70000,3,210000,35,Male,East,Consumer,0,57,Neutral,2021,9,3,3,0,341,210000,70000,1,0,4.75,0,1,0,1,26-35,Premium,456200,76033.33,6,7865.517241379311,32,5,1,0,0,1,0,1,3
Electronics,25000,4,100000,32,Female,West,Small Business,0,33,Negative,2021,4,2,3,0,58,100000,25000,0,0,2.75,0,0,0,0,26-35,Medium,492000,70285.71,7,14470.588235294117,29,5,0,3,2,0,0,1,2
Furniture,8000,1,8000,34,Female,West,Small Business,0,50,Neutral,2020,9,3,4,0,273,8000,8000,0,0,4.166666666666667,0,1,0,1,26-35,Low,353000,70600.0,5,6921.568627450981,27,4,0,3,2,1,1,1,1
Electronics,3000,4,12000,56,Male,South,Corporate,0,23,Negative,2021,7,3,5,1,85,12000,3000,0,0,1.9166666666666667,0,0,0,0,55+,Low,212000,42400.0,5,8833.333333333334,29,5,1,2,1,0,0,4,1
Electronics,3000,5,15000,40,Female,East,Corporate,1,55,Neutral,2022,12,4,5,1,119,15000,3000,0,0,4.583333333333333,0,1,0,0,36-45,Low,111000,27750.0,4,1982.142857142857,39,6,0,0,1,1,0,2,1
Electronics,25000,4,100000,21,Male,West,Corporate,1,34,Neutral,2023,10,4,0,0,179,100000,25000,0,0,2.8333333333333335,0,0,0,0,18-25,Medium,100000,100000.0,1,2857.1428571428573,34,4,1,3,1,1,0,0,2
Furniture,12000,1,12000,41,Female,East,Small Business,0,35,Negative,2020,12,4,2,0,191,12000,12000,0,0,2.9166666666666665,0,0,0,1,36-45,Medium,235000,39166.67,6,6527.777777777777,29,5,0,0,2,0,1,2,2
Office Supplies,100,2,200,21,Female,South,Small Business,1,45,Neutral,2021,6,2,3,0,148,200,100,0,0,3.75,0,1,0,0,18-25,Low,129500,21583.33,6,2815.217391304348,27,4,0,2,2,1,2,0,1
Furniture,8000,4,32000,22,Male,South,Corporate,0,50,Negative,2020,12,4,1,0,15,32000,8000,0,0,4.166666666666667,0,1,1,0,18-25,Low,472000,157333.33,3,9254.901960784313,40,6,1,2,1,0,1,0,1
Furniture,12000,4,48000,24,Female,West,Corporate,1,6,Neutral,2021,11,4,4,0,286,48000,12000,0,0,0.5,1,0,0,1,18-25,Medium,443000,73833.33,6,63285.71428571428,39,6,0,3,1,1,1,0,2
Electronics,70000,3,210000,48,Male,East,Consumer,1,24,Neutral,2022,1,1,5,1,196,210000,70000,1,0,2.0,0,0,0,1,46-55,Premium,310200,103400.0,3,12408.0,39,6,1,0,0,1,0,3,3
Electronics,45000,4,180000,33,Male,North,Corporate,1,4,Positive,2023,4,2,3,0,220,180000,45000,1,0,0.3333333333333333,1,0,0,1,26-35,High,243000,60750.0,4,48600.0,30,4,1,1,1,2,0,1,0
Electronics,70000,4,280000,30,Male,East,Small Business,0,57,Positive,2022,11,4,2,0,278,280000,70000,1,0,4.75,0,1,0,1,26-35,Premium,382000,95500.0,4,6586.206896551724,27,3,1,0,2,2,0,1,3
Electronics,12000,2,24000,31,Male,East,Corporate,0,21,Neutral,2023,4,2,6,1,32,24000,12000,0,0,1.75,0,0,0,0,26-35,Medium,274000,91333.33,3,12454.545454545454,34,4,1,0,1,1,0,1,2
Electronics,70000,5,350000,34,Female,South,Small Business,0,57,Neutral,2021,8,3,6,1,186,350000,70000,1,0,4.75,0,1,0,1,26-35,Premium,410000,136666.67,3,7068.9655172413795,25,5,0,2,2,1,0,1,3
Furniture,8000,3,24000,59,Male,South,Consumer,0,35,Positive,2023,9,3,3,0,73,24000,8000,0,0,2.9166666666666665,0,0,0,0,55+,Low,24400,12200.0,2,677.7777777777778,41,7,1,2,0,2,1,4,1
Furniture,12000,3,36000,44,Female,South,Consumer,0,59,Neutral,2021,1,1,2,0,218,36000,12000,0,0,4.916666666666667,0,1,0,1,36-45,Medium,620000,88571.43,7,10333.333333333334,34,4,0,2,0,1,1,2,2
Furniture,12000,1,12000,58,Female,East,Corporate,0,44,Positive,2022,3,1,2,0,147,12000,12000,0,0,3.6666666666666665,0,1,0,0,55+,Medium,422000,70333.33,6,9377.777777777777,27,3,0,0,1,2,1,4,2
Electronics,3000,5,15000,24,Female,North,Consumer,0,25,Positive,2023,9,3,2,0,18,15000,3000,0,0,2.0833333333333335,0,0,1,0,18-25,Low,165300,41325.0,4,6357.692307692308,27,3,0,1,0,2,0,0,1
Electronics,3000,3,9000,42,Female,North,Small Business,1,19,Neutral,2023,11,4,3,0,26,9000,3000,0,0,1.5833333333333333,0,0,1,0,36-45,Low,193000,38600.0,5,9650.0,39,6,0,1,2,1,0,2,1
Electronics,45000,5,225000,24,Female,East,Consumer,1,48,Neutral,2020,3,1,0,0,79,225000,45000,1,0,4.0,0,1,0,0,18-25,High,483000,161000.0,3,9857.142857142857,32,5,0,0,0,1,0,0,0
Electronics,25000,2,50000,56,Male,East,Small Business,0,6,Neutral,2020,10,4,1,0,279,50000,25000,0,0,0.5,1,0,0,1,55+,Medium,248000,62000.0,4,35428.57142857143,34,4,1,0,2,1,0,4,2
Office Supplies,100,3,300,48,Male,West,Consumer,0,31,Positive,2020,2,1,4,0,87,300,100,0,0,2.5833333333333335,0,0,0,0,46-55,Low,300,300.0,1,9.375,27,3,1,3,0,2,2,3,1
Office Supplies,100,1,100,24,Female,West,Consumer,0,30,Neutral,2020,2,1,6,1,229,100,100,0,0,2.5,0,0,0,1,18-25,Low,890400,80945.45,11,28722.58064516129,27,4,0,3,0,1,2,0,1
Office Supplies,100,3,300,53,Male,West,Corporate,0,49,Positive,2020,4,2,0,0,118,300,100,0,0,4.083333333333333,0,1,0,0,46-55,Low,182500,30416.67,6,3650.0,30,4,1,3,1,2,2,3,1
Electronics,25000,1,25000,55,Female,West,Corporate,0,33,Negative,2023,12,4,2,0,70,25000,25000,0,0,2.75,0,0,0,0,46-55,Medium,131000,43666.67,3,3852.9411764705883,29,5,0,3,1,0,0,3,2
Office Supplies,100,1,100,37,Female,North,Corporate,1,22,Positive,2020,8,3,1,0,141,100,100,0,0,1.8333333333333333,0,0,0,0,36-45,Low,154100,38525.0,4,6700.0,30,4,0,1,1,2,2,2,1
Electronics,3000,1,3000,40,Female,West,Small Business,0,15,Negative,2022,11,4,3,0,219,3000,3000,0,0,1.25,0,0,0,1,36-45,Low,91400,18280.0,5,5712.5,29,5,0,3,2,0,0,2,1
Electronics,3000,3,9000,37,Female,North,Corporate,0,46,Neutral,2020,9,3,2,0,44,9000,3000,0,0,3.8333333333333335,0,1,0,0,36-45,Low,9600,3200.0,3,204.25531914893617,32,5,0,1,1,1,0,2,1
Electronics,3000,1,3000,34,Male,South,Corporate,0,38,Neutral,2020,10,4,5,1,335,3000,3000,0,0,3.1666666666666665,0,1,0,1,26-35,Low,43000,10750.0,4,1102.5641025641025,32,5,1,2,1,1,0,1,1
Furniture,12000,3,36000,22,Male,East,Corporate,1,37,Negative,2023,2,1,2,0,187,36000,12000,0,0,3.0833333333333335,0,1,0,1,18-25,Medium,84300,21075.0,4,2218.4210526315787,29,5,1,0,1,0,1,0,2
Electronics,45000,4,180000,38,Male,North,Small Business,0,47,Neutral,2022,12,4,5,1,179,180000,45000,1,0,3.9166666666666665,0,1,0,0,36-45,High,345000,115000.0,3,7187.5,39,6,1,1,2,1,0,2,0
Electronics,45000,4,180000,18,Male,South,Consumer,1,42,Neutral,2022,7,3,2,0,105,180000,45000,1,0,3.5,0,1,0,0,18-25,High,502000,83666.67,6,11674.418604651162,39,6,1,2,0,1,0,0,0
Electronics,15000,3,45000,23,Male,East,Consumer,0,1,Positive,2021,3,1,0,0,332,45000,15000,0,0,0.08333333333333333,1,0,0,1,18-25,Medium,45500,22750.0,2,22750.0,30,4,1,0,0,2,0,0,2
Electronics,70000,3,210000,34,Female,North,Consumer,0,20,Negative,2023,5,2,3,0,305,210000,70000,1,0,1.6666666666666667,0,0,0,1,26-35,Premium,240000,120000.0,2,11428.57142857143,40,6,0,1,0,0,0,1,3
Electronics,15000,1,15000,58,Male,West,Small Business,0,10,Neutral,2023,12,4,1,0,137,15000,15000,0,0,0.8333333333333334,0,0,0,0,55+,Medium,505000,168333.33,3,45909.09090909091,32,5,1,3,2,1,0,4,2
Electronics,12000,3,36000,34,Female,East,Consumer,0,31,Negative,2022,11,4,5,1,180,36000,12000,0,0,2.5833333333333335,0,0,0,0,26-35,Medium,207300,29614.29,7,6478.125,29,5,0,0,0,0,0,1,2
Office Supplies,100,4,400,52,Female,West,Consumer,0,16,Neutral,2020,1,1,1,0,209,400,100,0,0,1.3333333333333333,0,0,0,1,46-55,Low,255400,51080.0,5,15023.529411764706,34,4,0,3,0,1,2,3,1
Electronics,3000,1,3000,27,Female,East,Consumer,0,1,Neutral,2023,11,4,4,0,213,3000,3000,0,0,0.08333333333333333,1,0,0,1,26-35,Low,1026000,128250.0,8,513000.0,27,4,0,0,0,1,0,1,1
Office Supplies,100,3,300,49,Male,West,Consumer,0,9,Positive,2023,11,4,4,0,105,300,100,0,0,0.75,0,0,0,0,46-55,Low,321300,40162.5,8,32130.0,27,3,1,3,0,2,2,3,1
Electronics,15000,3,45000,49,Male,North,Small Business,0,14,Positive,2021,7,3,5,1,15,45000,15000,0,0,1.1666666666666667,0,0,1,0,46-55,Medium,45100,22550.0,2,3006.6666666666665,30,4,1,1,2,2,0,3,2
Furniture,12000,3,36000,60,Male,East,Corporate,0,5,Neutral,2021,5,2,4,0,296,36000,12000,0,0,0.4166666666666667,1,0,0,1,55+,Medium,289000,48166.67,6,48166.666666666664,39,6,1,0,1,1,1,4,2
Electronics,15000,3,45000,21,Female,North,Corporate,1,53,Positive,2022,3,1,5,1,137,45000,15000,0,0,4.416666666666667,0,1,0,0,18-25,Medium,224000,37333.33,6,4148.148148148148,41,7,0,1,1,2,0,0,2
Office Supplies,100,5,500,23,Male,North,Consumer,0,53,Negative,2021,2,1,5,1,239,500,100,0,0,4.416666666666667,0,1,0,1,18-25,Low,500,500.0,1,9.25925925925926,29,5,1,1,0,0,2,0,1
Furniture,8000,2,16000,61,Male,West,Corporate,0,16,Positive,2023,8,3,3,0,188,16000,8000,0,0,1.3333333333333333,0,0,0,1,55+,Low,72000,24000.0,3,4235.294117647059,27,3,1,3,1,2,1,4,1
Electronics,25000,3,75000,63,Female,North,Small Business,1,45,Positive,2021,9,3,5,1,214,75000,25000,0,0,3.75,0,1,0,1,55+,Medium,75500,37750.0,2,1641.304347826087,30,4,0,1,2,2,0,4,2
Electronics,12000,5,60000,52,Female,East,Small Business,0,31,Positive,2021,5,2,6,1,269,60000,12000,0,0,2.5833333333333335,0,0,0,1,46-55,Medium,61600,12320.0,5,1925.0,41,7,0,0,2,2,0,3,2
Electronics,70000,4,280000,50,Female,North,Corporate,0,54,Negative,2023,9,3,2,0,203,280000,70000,1,0,4.5,0,1,0,1,46-55,Premium,367000,91750.0,4,6672.727272727273,29,5,0,1,1,0,0,3,3
Office Supplies,100,1,100,45,Female,South,Consumer,0,7,Neutral,2022,1,1,0,0,339,100,100,0,0,0.5833333333333334,0,0,0,1,36-45,Low,195400,48850.0,4,24425.0,34,4,0,2,0,1,2,2,1
Electronics,70000,5,350000,21,Male,North,Corporate,0,21,Negative,2020,6,2,1,0,304,350000,70000,1,0,1.75,0,0,0,1,18-25,Premium,757000,126166.67,6,34409.09090909091,40,6,1,1,1,0,0,0,3
Electronics,12000,1,12000,33,Male,West,Small Business,0,39,Neutral,2020,3,1,0,0,150,12000,12000,0,0,3.25,0,1,0,0,26-35,Medium,250000,62500.0,4,6250.0,25,5,1,3,2,1,0,1,2
Electronics,25000,4,100000,21,Female,North,Corporate,0,46,Positive,2022,8,3,6,1,159,100000,25000,0,0,3.8333333333333335,0,1,0,0,18-25,Medium,226100,45220.0,5,4810.63829787234,41,7,0,1,1,2,0,0,2
Electronics,3000,2,6000,49,Male,West,Consumer,0,9,Neutral,2021,4,2,0,0,105,6000,3000,0,0,0.75,0,0,0,0,46-55,Low,321300,40162.5,8,32130.0,27,4,1,3,0,1,0,3,1
Electronics,45000,2,90000,28,Female,West,Consumer,0,22,Neutral,2023,12,4,2,0,82,90000,45000,0,0,1.8333333333333333,0,0,0,0,26-35,High,546500,91083.33,6,23760.869565217392,27,4,0,3,0,1,0,1,0
Electronics,70000,2,140000,46,Female,North,Corporate,1,30,Positive,2020,12,4,6,1,263,140000,70000,1,0,2.5,0,0,0,1,46-55,Premium,710000,101428.57,7,22903.225806451614,30,4,0,1,1,2,0,3,3
Electronics,45000,3,135000,35,Male,West,Corporate,1,19,Neutral,2020,8,3,1,0,148,135000,45000,1,0,1.5833333333333333,0,0,0,0,26-35,High,135000,135000.0,1,6750.0,25,5,1,3,1,1,0,1,0
Furniture,12000,2,24000,24,Male,East,Corporate,0,17,Positive,2021,7,3,5,1,178,24000,12000,0,0,1.4166666666666667,0,0,0,0,18-25,Medium,230100,28762.5,8,12783.333333333334,41,7,1,0,1,2,1,0,2
Furniture,8000,5,40000,58,Female,North,Small Business,1,4,Neutral,2023,1,1,5,1,221,40000,8000,0,0,0.3333333333333333,1,0,0,1,55+,Low,85000,42500.0,2,17000.0,25,5,0,1,2,1,1,4,1
Furniture,8000,4,32000,41,Male,North,Small Business,1,1,Positive,2022,2,1,3,0,163,32000,8000,0,0,0.08333333333333333,1,0,0,0,36-45,Low,110000,27500.0,4,55000.0,30,4,1,1,2,2,1,2,1
Electronics,25000,2,50000,43,Female,South,Consumer,0,16,Negative,2022,3,1,1,0,342,50000,25000,0,0,1.3333333333333333,0,0,0,1,36-45,Medium,354400,59066.67,6,20847.058823529413,29,5,0,2,0,0,0,2,2
