customer_id,feedback_text,sentiment_category,compound,dominant_topic,topic_probability
CUST00772,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST00586,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST01486,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01955,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST00916,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST01510,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST01149,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST00667,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST01111,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00690,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST00318,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST00456,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01767,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST00473,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST00861,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST01444,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00630,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST01999,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01036,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST00071,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST01341,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST00597,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01603,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00683,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST00989,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST00791,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST00393,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01357,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST00857,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST00197,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST00928,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00040,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01816,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01120,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST01962,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST01004,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST01240,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST01014,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST01384,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01703,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST01090,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST01690,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST01866,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST00643,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00930,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST00320,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST01022,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST01269,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST01572,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST00081,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01873,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00931,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST00358,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01164,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01981,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST01978,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST00051,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST01890,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST00224,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00524,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST01436,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01318,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST01219,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST01738,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST01814,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST00880,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST01647,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST00287,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01648,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST00577,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST00531,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST00682,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST01259,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST01007,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01526,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST00661,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST00738,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST01238,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST00933,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST01476,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST00652,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST01388,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST01145,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST00300,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00673,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST01973,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST00074,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST01412,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01857,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST01994,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST00845,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST00153,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST01979,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST01376,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST00145,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST01080,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST01855,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST01695,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST00814,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01189,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00094,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00185,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00686,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST00425,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00163,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST00923,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST00631,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST00098,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST00891,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST01717,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00376,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00807,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST01000,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST00863,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST01555,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01346,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST00115,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST00527,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01909,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST00843,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00329,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST00130,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST01125,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00753,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST00210,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00821,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST00309,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST00551,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST01977,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST00785,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST01368,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST01358,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST00716,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST01451,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST00361,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00091,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST01539,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST01506,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00176,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST00360,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01933,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST00264,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST00716,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST01964,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST01648,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01289,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST01201,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST00700,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00786,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST00353,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01748,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST00463,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01170,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01886,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST01873,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST01012,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00962,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST01455,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST00471,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01104,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST01034,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST00178,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00162,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST01420,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST01003,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00322,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST01523,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST00639,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST01908,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST00382,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01349,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST01327,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST01349,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST01774,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST00114,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01584,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST00228,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST00620,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST00456,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST01596,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00342,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST01527,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01357,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST01948,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST00106,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01981,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST01872,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01320,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST00164,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST00035,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST00450,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00231,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01168,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST01330,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01425,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST00993,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST01430,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST01968,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST01178,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST00128,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01908,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST00704,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST00226,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST01899,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST01776,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST00309,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST01518,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST01275,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST01675,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST00453,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00374,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST01706,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST00924,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01646,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST01805,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST01721,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST01158,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST00793,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST01632,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST00684,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00585,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00692,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00139,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST00567,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST00545,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST00062,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00615,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST00598,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST01078,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00011,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01538,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST01946,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01680,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST01834,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST01020,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01766,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST01592,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01412,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST01698,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST00276,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST01330,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01231,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST00899,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01902,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST01169,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01022,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST00084,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST00128,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST00515,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00578,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST01977,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST01172,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST00235,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00163,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00420,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST00792,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST00216,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00520,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST00258,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST00968,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01737,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST00849,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST01581,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST01788,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00023,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST00562,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00594,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01930,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00296,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST00919,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01811,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01936,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST00988,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST01319,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST00334,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00132,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST01598,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST01507,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST01497,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST01977,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST01285,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST00941,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST01254,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST01388,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST00536,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST00787,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST00811,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST00413,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST01488,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST01030,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST00149,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST00538,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST00794,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST00103,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST00902,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST01311,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST00804,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00248,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST00531,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST00003,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST01554,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST00189,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01621,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00136,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST00119,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST00069,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST00372,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00064,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00405,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST00617,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST00900,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST01049,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST00100,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST01787,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST01950,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST00011,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00318,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST00639,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST00265,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST01609,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00885,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00878,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01663,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST00322,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST01789,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST00695,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST01966,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST01765,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01100,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00107,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01556,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST01616,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST02000,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST01561,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST00312,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00007,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00910,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST00966,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST00350,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST00202,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST01930,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST00098,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST01424,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST01609,Highly recommend to others.,Positive,0.4201,4,0.707179570886235
CUST00110,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST00057,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST01509,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST01608,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST01865,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST01366,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST00642,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST01717,"Terrible experience, will not buy again.",Negative,-0.4767,1,0.7527862922988393
CUST01175,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST01388,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST00923,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST00789,"Worth the price, happy with the purchase.",Positive,0.6808,4,0.7799099939052342
CUST01561,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01375,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST00795,Excellent customer service.,Positive,0.5719,3,0.7527862865873713
CUST00835,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST01833,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST00565,"Great product, very satisfied.",Positive,0.8016,2,0.7520936740091019
CUST00118,Too expensive for the features offered.,Neutral,0.0,0,0.7527863576182771
CUST01047,Product quality could be better.,Positive,0.4404,2,0.7521630995888039
CUST00640,"Delivery was late, not happy.",Negative,-0.4585,1,0.7518918901124916
CUST00213,Easy to use and reliable.,Positive,0.4404,2,0.7527862127738244
CUST00371,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
CUST01493,"Met expectations, nothing special.",Negative,-0.3089,3,0.7527862849757898
