sale_id,customer_id,sentiment_category,compound,total_value,price,quantity,feedback_text,word_count,sentence_count
S001090,CUST01841,Positive,0.5719,100,100,1,Excellent customer service.,3,1
S001091,CUST01885,Positive,0.5719,60000,15000,4,Excellent customer service.,3,1
S001092,CUST01876,Negative,-0.4585,6000,3000,2,"Delivery was late, not happy.",3,1
S001093,CUST00974,Positive,0.5719,36000,12000,3,Excellent customer service.,3,1
S001094,CUST01507,Negative,-0.4767,90000,45000,2,"Terrible experience, will not buy again.",3,1
S001095,CUST00484,Positive,0.8016,60000,12000,5,"Great product, very satisfied.",3,1
S001096,CUST01393,Positive,0.5719,100,50,2,Excellent customer service.,3,1
S001097,CUST01831,Negative,-0.4767,125000,25000,5,"Terrible experience, will not buy again.",3,1
S001098,CUST00064,Positive,0.4404,135000,45000,3,Product quality could be better.,4,1
S001099,CUST01566,Neutral,0.0,36000,12000,3,Too expensive for the features offered.,4,1
S001100,CUST01504,Negative,-0.4767,60000,12000,5,"Terrible experience, will not buy again.",3,1
S001101,CUST00619,Positive,0.6808,75000,15000,5,"Worth the price, happy with the purchase.",4,1
S001102,CUST01759,Positive,0.4404,24000,12000,2,Product quality could be better.,4,1
S001103,CUST00537,Negative,-0.3089,75000,25000,3,"Met expectations, nothing special.",4,1
S001104,CUST01141,Neutral,0.0,100000,25000,4,Too expensive for the features offered.,4,1
S001105,CUST00490,Negative,-0.4585,350000,70000,5,"Delivery was late, not happy.",3,1
S001106,CUST00720,Negative,-0.4767,100,50,2,"Terrible experience, will not buy again.",3,1
S001107,CUST00154,Positive,0.5719,48000,12000,4,Excellent customer service.,3,1
S001108,CUST00710,Positive,0.5719,100,50,2,Excellent customer service.,3,1
S001109,CUST00842,Positive,0.4404,100000,25000,4,Product quality could be better.,4,1
S001110,CUST00188,Negative,-0.4767,24000,12000,2,"Terrible experience, will not buy again.",3,1
S001111,CUST01856,Positive,0.4201,3000,3000,1,Highly recommend to others.,3,1
S001112,CUST00318,Positive,0.5719,350000,70000,5,Excellent customer service.,3,1
S001113,CUST00692,Neutral,0.0,12000,12000,1,Too expensive for the features offered.,4,1
S001114,CUST01420,Negative,-0.4585,500,100,5,"Delivery was late, not happy.",3,1
S001115,CUST01250,Positive,0.4201,150,50,3,Highly recommend to others.,3,1
S001116,CUST01224,Positive,0.4404,350000,70000,5,Easy to use and reliable.,3,1
S001117,CUST00318,Positive,0.5719,135000,45000,3,Excellent customer service.,3,1
S001118,CUST00169,Negative,-0.3089,48000,12000,4,"Met expectations, nothing special.",4,1
S001119,CUST00870,Negative,-0.4767,135000,45000,3,"Terrible experience, will not buy again.",3,1
S001120,CUST00001,Positive,0.5719,225000,45000,5,Excellent customer service.,3,1
S001121,CUST01382,Positive,0.5719,24000,12000,2,Excellent customer service.,3,1
S001122,CUST01200,Positive,0.5719,9000,3000,3,Excellent customer service.,3,1
S001123,CUST01764,Positive,0.8016,36000,12000,3,"Great product, very satisfied.",3,1
S001124,CUST01190,Positive,0.4201,135000,45000,3,Highly recommend to others.,3,1
S001125,CUST00152,Neutral,0.0,30000,15000,2,Too expensive for the features offered.,4,1
S001126,CUST00962,Negative,-0.3089,400,100,4,"Met expectations, nothing special.",4,1
S001127,CUST01054,Positive,0.4201,90000,45000,2,Highly recommend to others.,3,1
S001128,CUST00383,Positive,0.6808,40000,8000,5,"Worth the price, happy with the purchase.",4,1
S001129,CUST00225,Positive,0.8016,16000,8000,2,"Great product, very satisfied.",3,1
S001130,CUST01944,Negative,-0.4585,9000,3000,3,"Delivery was late, not happy.",3,1
S001131,CUST01586,Negative,-0.3089,280000,70000,4,"Met expectations, nothing special.",4,1
S001132,CUST01083,Negative,-0.4585,45000,45000,1,"Delivery was late, not happy.",3,1
S001133,CUST00031,Positive,0.6808,75000,25000,3,"Worth the price, happy with the purchase.",4,1
S001134,CUST01241,Positive,0.5719,100,100,1,Excellent customer service.,3,1
S001135,CUST01900,Positive,0.4201,300,100,3,Highly recommend to others.,3,1
S001136,CUST00408,Positive,0.4201,75000,25000,3,Highly recommend to others.,3,1
S001137,CUST01323,Positive,0.4201,15000,3000,5,Highly recommend to others.,3,1
S001138,CUST01428,Positive,0.4201,8000,8000,1,Highly recommend to others.,3,1
S001139,CUST01228,Negative,-0.4767,210000,70000,3,"Terrible experience, will not buy again.",3,1
S001140,CUST00663,Negative,-0.3089,100000,25000,4,"Met expectations, nothing special.",4,1
S001141,CUST01826,Positive,0.5719,140000,70000,2,Excellent customer service.,3,1
S001142,CUST01890,Positive,0.4404,12000,12000,1,Product quality could be better.,4,1
S001143,CUST00448,Positive,0.4201,210000,70000,3,Highly recommend to others.,3,1
S001144,CUST00597,Neutral,0.0,45000,15000,3,Too expensive for the features offered.,4,1
S001145,CUST01761,Positive,0.4404,300,100,3,Product quality could be better.,4,1
S001146,CUST00168,Positive,0.6808,40000,8000,5,"Worth the price, happy with the purchase.",4,1
S001147,CUST01924,Negative,-0.3089,24000,12000,2,"Met expectations, nothing special.",4,1
S001148,CUST00588,Negative,-0.4585,36000,12000,3,"Delivery was late, not happy.",3,1
S001149,CUST01409,Positive,0.8016,6000,3000,2,"Great product, very satisfied.",3,1
S001150,CUST01202,Positive,0.4404,15000,3000,5,Product quality could be better.,4,1
S001151,CUST01782,Positive,0.4201,48000,12000,4,Highly recommend to others.,3,1
S001152,CUST00073,Negative,-0.3089,75000,15000,5,"Met expectations, nothing special.",4,1
S001153,CUST00213,Positive,0.4404,100,100,1,Product quality could be better.,4,1
S001154,CUST00011,Negative,-0.3089,500,100,5,"Met expectations, nothing special.",4,1
S001155,CUST01361,Positive,0.4404,30000,15000,2,Product quality could be better.,4,1
S001156,CUST00022,Positive,0.8016,24000,12000,2,"Great product, very satisfied.",3,1
S001157,CUST01958,Positive,0.6808,24000,8000,3,"Worth the price, happy with the purchase.",4,1
S001158,CUST00480,Positive,0.6808,48000,12000,4,"Worth the price, happy with the purchase.",4,1
S001159,CUST00530,Positive,0.5719,400,100,4,Excellent customer service.,3,1
S001160,CUST01425,Positive,0.5719,210000,70000,3,Excellent customer service.,3,1
S001161,CUST01697,Negative,-0.4585,200,50,4,"Delivery was late, not happy.",3,1
S001162,CUST00605,Negative,-0.3089,48000,12000,4,"Met expectations, nothing special.",4,1
S001163,CUST01468,Positive,0.4404,15000,3000,5,Product quality could be better.,4,1
S001164,CUST01751,Positive,0.5719,50,50,1,Excellent customer service.,3,1
S001165,CUST00806,Positive,0.4201,135000,45000,3,Highly recommend to others.,3,1
S001166,CUST00320,Negative,-0.4585,200,50,4,"Delivery was late, not happy.",3,1
S001167,CUST00974,Positive,0.8016,50000,25000,2,"Great product, very satisfied.",3,1
S001168,CUST01143,Positive,0.4201,500,100,5,Highly recommend to others.,3,1
S001169,CUST00243,Positive,0.5719,225000,45000,5,Excellent customer service.,3,1
S001170,CUST01757,Positive,0.5719,36000,12000,3,Excellent customer service.,3,1
S001171,CUST01565,Positive,0.5719,180000,45000,4,Excellent customer service.,3,1
S001172,CUST00481,Neutral,0.0,45000,45000,1,Too expensive for the features offered.,4,1
S001173,CUST00343,Positive,0.8016,12000,12000,1,"Great product, very satisfied.",3,1
S001174,CUST00224,Negative,-0.4767,210000,70000,3,"Terrible experience, will not buy again.",3,1
S001175,CUST01961,Neutral,0.0,300,100,3,Too expensive for the features offered.,4,1
S001176,CUST00440,Positive,0.4201,150,50,3,Highly recommend to others.,3,1
S001177,CUST00828,Neutral,0.0,12000,3000,4,Too expensive for the features offered.,4,1
S001178,CUST01458,Positive,0.8016,150,50,3,"Great product, very satisfied.",3,1
S001179,CUST00043,Negative,-0.4767,125000,25000,5,"Terrible experience, will not buy again.",3,1
S001180,CUST01975,Positive,0.4201,125000,25000,5,Highly recommend to others.,3,1
S001181,CUST01743,Negative,-0.4585,30000,15000,2,"Delivery was late, not happy.",3,1
S001182,CUST00859,Positive,0.6808,125000,25000,5,"Worth the price, happy with the purchase.",4,1
S001183,CUST00487,Negative,-0.3089,48000,12000,4,"Met expectations, nothing special.",4,1
S001184,CUST01470,Negative,-0.4767,24000,8000,3,"Terrible experience, will not buy again.",3,1
S001185,CUST00684,Positive,0.8016,135000,45000,3,"Great product, very satisfied.",3,1
S001186,CUST00454,Positive,0.4201,24000,8000,3,Highly recommend to others.,3,1
S001187,CUST00758,Negative,-0.4585,12000,12000,1,"Delivery was late, not happy.",3,1
S001188,CUST01799,Positive,0.4404,75000,25000,3,Product quality could be better.,4,1
S001189,CUST00858,Positive,0.4404,24000,12000,2,Easy to use and reliable.,3,1
S001190,CUST00089,Positive,0.4201,60000,12000,5,Highly recommend to others.,3,1
S001191,CUST00065,Positive,0.8016,280000,70000,4,"Great product, very satisfied.",3,1
S001192,CUST01134,Positive,0.8016,16000,8000,2,"Great product, very satisfied.",3,1
S001193,CUST00940,Positive,0.4404,200,50,4,Easy to use and reliable.,3,1
S001194,CUST01760,Positive,0.6808,100000,25000,4,"Worth the price, happy with the purchase.",4,1
S001195,CUST01752,Positive,0.6808,24000,12000,2,"Worth the price, happy with the purchase.",4,1
S001196,CUST01547,Positive,0.4404,32000,8000,4,Product quality could be better.,4,1
S001197,CUST00213,Negative,-0.4767,12000,12000,1,"Terrible experience, will not buy again.",3,1
S001198,CUST01879,Positive,0.6808,12000,3000,4,"Worth the price, happy with the purchase.",4,1
S001199,CUST01741,Positive,0.4404,90000,45000,2,Product quality could be better.,4,1
S001200,CUST00442,Negative,-0.4767,12000,3000,4,"Terrible experience, will not buy again.",3,1
S001201,CUST01019,Negative,-0.3089,45000,45000,1,"Met expectations, nothing special.",4,1
S001202,CUST01639,Neutral,0.0,500,100,5,Too expensive for the features offered.,4,1
S001203,CUST00007,Negative,-0.4767,100,100,1,"Terrible experience, will not buy again.",3,1
S001204,CUST01953,Neutral,0.0,100,50,2,Too expensive for the features offered.,4,1
S001205,CUST00964,Positive,0.4404,48000,12000,4,Easy to use and reliable.,3,1
S001206,CUST01259,Positive,0.5719,15000,15000,1,Excellent customer service.,3,1
S001207,CUST00842,Positive,0.5719,60000,15000,4,Excellent customer service.,3,1
S001208,CUST00659,Positive,0.4404,180000,45000,4,Easy to use and reliable.,3,1
S001209,CUST01031,Positive,0.5719,45000,15000,3,Excellent customer service.,3,1
S001210,CUST00869,Negative,-0.3089,24000,12000,2,"Met expectations, nothing special.",4,1
S001211,CUST00565,Positive,0.4404,12000,12000,1,Product quality could be better.,4,1
S001212,CUST00868,Positive,0.6808,40000,8000,5,"Worth the price, happy with the purchase.",4,1
S001213,CUST01949,Positive,0.5719,200,50,4,Excellent customer service.,3,1
S001214,CUST01239,Positive,0.4404,16000,8000,2,Easy to use and reliable.,3,1
S001215,CUST00820,Positive,0.4404,350000,70000,5,Product quality could be better.,4,1
S001216,CUST01822,Positive,0.4201,90000,45000,2,Highly recommend to others.,3,1
S001217,CUST00848,Negative,-0.4585,180000,45000,4,"Delivery was late, not happy.",3,1
S001218,CUST01363,Positive,0.5719,250,50,5,Excellent customer service.,3,1
S001219,CUST01435,Negative,-0.4767,12000,12000,1,"Terrible experience, will not buy again.",3,1
S001220,CUST00451,Neutral,0.0,48000,12000,4,Too expensive for the features offered.,4,1
S001221,CUST01322,Negative,-0.4585,36000,12000,3,"Delivery was late, not happy.",3,1
S001222,CUST01313,Positive,0.5719,210000,70000,3,Excellent customer service.,3,1
S001223,CUST01119,Positive,0.4404,125000,25000,5,Product quality could be better.,4,1
S001224,CUST01562,Positive,0.4404,12000,3000,4,Easy to use and reliable.,3,1
S001225,CUST00933,Positive,0.4404,60000,12000,5,Product quality could be better.,4,1
S001226,CUST01130,Negative,-0.4585,50000,25000,2,"Delivery was late, not happy.",3,1
S001227,CUST01501,Negative,-0.4767,100,50,2,"Terrible experience, will not buy again.",3,1
S001228,CUST00931,Positive,0.4404,500,100,5,Easy to use and reliable.,3,1
S001229,CUST01412,Positive,0.4404,150,50,3,Product quality could be better.,4,1
S001230,CUST00069,Neutral,0.0,12000,12000,1,Too expensive for the features offered.,4,1
S001231,CUST00173,Positive,0.6808,48000,12000,4,"Worth the price, happy with the purchase.",4,1
S001232,CUST00782,Neutral,0.0,15000,3000,5,Too expensive for the features offered.,4,1
S001233,CUST01598,Positive,0.4201,125000,25000,5,Highly recommend to others.,3,1
S001234,CUST00952,Positive,0.8016,30000,15000,2,"Great product, very satisfied.",3,1
S001235,CUST01602,Negative,-0.4767,24000,8000,3,"Terrible experience, will not buy again.",3,1
S001236,CUST00486,Positive,0.4404,210000,70000,3,Product quality could be better.,4,1
S001237,CUST01084,Positive,0.4201,500,100,5,Highly recommend to others.,3,1
S001238,CUST01426,Positive,0.5719,100000,25000,4,Excellent customer service.,3,1
S001239,CUST00059,Positive,0.5719,150,50,3,Excellent customer service.,3,1
S001240,CUST00863,Positive,0.4404,280000,70000,4,Product quality could be better.,4,1
S001241,CUST00978,Negative,-0.4585,36000,12000,3,"Delivery was late, not happy.",3,1
S001242,CUST00707,Positive,0.4404,150,50,3,Easy to use and reliable.,3,1
S001243,CUST01667,Positive,0.6808,60000,15000,4,"Worth the price, happy with the purchase.",4,1
S001244,CUST01327,Positive,0.8016,32000,8000,4,"Great product, very satisfied.",3,1
S001245,CUST00238,Positive,0.4404,48000,12000,4,Product quality could be better.,4,1
S001246,CUST00066,Positive,0.8016,50000,25000,2,"Great product, very satisfied.",3,1
S001247,CUST01753,Positive,0.8016,135000,45000,3,"Great product, very satisfied.",3,1
S001248,CUST00465,Negative,-0.4767,45000,45000,1,"Terrible experience, will not buy again.",3,1
S001249,CUST01979,Positive,0.4404,8000,8000,1,Product quality could be better.,4,1
S001250,CUST01229,Negative,-0.3089,280000,70000,4,"Met expectations, nothing special.",4,1
S001251,CUST01785,Positive,0.8016,15000,3000,5,"Great product, very satisfied.",3,1
S001252,CUST01948,Positive,0.8016,40000,8000,5,"Great product, very satisfied.",3,1
S001253,CUST00428,Positive,0.5719,48000,12000,4,Excellent customer service.,3,1
S001254,CUST00990,Positive,0.5719,15000,3000,5,Excellent customer service.,3,1
S001255,CUST01682,Positive,0.5719,180000,45000,4,Excellent customer service.,3,1
S001256,CUST01299,Negative,-0.4585,100,50,2,"Delivery was late, not happy.",3,1
S001257,CUST01854,Negative,-0.4585,125000,25000,5,"Delivery was late, not happy.",3,1
S001258,CUST01001,Positive,0.6808,60000,15000,4,"Worth the price, happy with the purchase.",4,1
S001259,CUST00374,Positive,0.4201,225000,45000,5,Highly recommend to others.,3,1
S001260,CUST01382,Neutral,0.0,150,50,3,Too expensive for the features offered.,4,1
S001261,CUST00219,Positive,0.8016,24000,12000,2,"Great product, very satisfied.",3,1
S001262,CUST00453,Negative,-0.4767,125000,25000,5,"Terrible experience, will not buy again.",3,1
S001263,CUST01616,Neutral,0.0,8000,8000,1,Too expensive for the features offered.,4,1
S001264,CUST01123,Neutral,0.0,250,50,5,Too expensive for the features offered.,4,1
S001265,CUST00583,Positive,0.5719,75000,25000,3,Excellent customer service.,3,1
S001266,CUST01240,Positive,0.8016,60000,12000,5,"Great product, very satisfied.",3,1
S001267,CUST00262,Positive,0.4404,75000,25000,3,Product quality could be better.,4,1
S001268,CUST01088,Negative,-0.3089,150,50,3,"Met expectations, nothing special.",4,1
S001269,CUST01769,Positive,0.4201,210000,70000,3,Highly recommend to others.,3,1
S001270,CUST00378,Positive,0.4404,12000,3000,4,Easy to use and reliable.,3,1
S001271,CUST00615,Positive,0.5719,60000,12000,5,Excellent customer service.,3,1
S001272,CUST00859,Negative,-0.4767,100,50,2,"Terrible experience, will not buy again.",3,1
S001273,CUST00905,Negative,-0.4585,24000,8000,3,"Delivery was late, not happy.",3,1
S001274,CUST01757,Negative,-0.3089,32000,8000,4,"Met expectations, nothing special.",4,1
S001275,CUST00610,Positive,0.6808,140000,70000,2,"Worth the price, happy with the purchase.",4,1
S001276,CUST00931,Negative,-0.4585,60000,15000,4,"Delivery was late, not happy.",3,1
S001277,CUST01261,Positive,0.4404,45000,15000,3,Product quality could be better.,4,1
S001278,CUST00309,Positive,0.6808,225000,45000,5,"Worth the price, happy with the purchase.",4,1
S001279,CUST00289,Negative,-0.4767,60000,15000,4,"Terrible experience, will not buy again.",3,1
S001280,CUST00493,Positive,0.6808,150,50,3,"Worth the price, happy with the purchase.",4,1
S001281,CUST00243,Negative,-0.4585,140000,70000,2,"Delivery was late, not happy.",3,1
S001282,CUST00553,Positive,0.5719,75000,15000,5,Excellent customer service.,3,1
S001283,CUST00635,Neutral,0.0,15000,15000,1,Too expensive for the features offered.,4,1
S001284,CUST01245,Positive,0.4404,200,50,4,Product quality could be better.,4,1
S001285,CUST00254,Positive,0.4201,200,50,4,Highly recommend to others.,3,1
S001286,CUST01922,Positive,0.8016,6000,3000,2,"Great product, very satisfied.",3,1
S001287,CUST01875,Positive,0.8016,40000,8000,5,"Great product, very satisfied.",3,1
S001288,CUST01466,Neutral,0.0,25000,25000,1,Too expensive for the features offered.,4,1
S001289,CUST01977,Positive,0.4404,200,50,4,Product quality could be better.,4,1
S001290,CUST00236,Positive,0.4404,60000,15000,4,Easy to use and reliable.,3,1
S001291,CUST00759,Positive,0.8016,350000,70000,5,"Great product, very satisfied.",3,1
S001292,CUST01828,Negative,-0.3089,150,50,3,"Met expectations, nothing special.",4,1
S001293,CUST01419,Positive,0.6808,25000,25000,1,"Worth the price, happy with the purchase.",4,1
S001294,CUST01158,Positive,0.6808,150,50,3,"Worth the price, happy with the purchase.",4,1
S001295,CUST01443,Positive,0.4404,15000,3000,5,Easy to use and reliable.,3,1
S001296,CUST00752,Positive,0.8016,250,50,5,"Great product, very satisfied.",3,1
S001297,CUST00322,Positive,0.5719,100,50,2,Excellent customer service.,3,1
S001298,CUST01464,Positive,0.8016,210000,70000,3,"Great product, very satisfied.",3,1
S001299,CUST00685,Negative,-0.3089,25000,25000,1,"Met expectations, nothing special.",4,1
S001300,CUST01657,Neutral,0.0,500,100,5,Too expensive for the features offered.,4,1
S001301,CUST01022,Positive,0.8016,70000,70000,1,"Great product, very satisfied.",3,1
S001302,CUST01311,Negative,-0.4585,12000,12000,1,"Delivery was late, not happy.",3,1
S001303,CUST00681,Positive,0.4201,250,50,5,Highly recommend to others.,3,1
S001304,CUST01916,Positive,0.8016,16000,8000,2,"Great product, very satisfied.",3,1
S001305,CUST01574,Negative,-0.4767,25000,25000,1,"Terrible experience, will not buy again.",3,1
S001306,CUST00175,Positive,0.6808,24000,12000,2,"Worth the price, happy with the purchase.",4,1
S001307,CUST00838,Negative,-0.4585,48000,12000,4,"Delivery was late, not happy.",3,1
S001308,CUST01573,Positive,0.4404,25000,25000,1,Easy to use and reliable.,3,1
S001309,CUST00076,Negative,-0.4767,36000,12000,3,"Terrible experience, will not buy again.",3,1
S001310,CUST00530,Positive,0.4404,24000,12000,2,Product quality could be better.,4,1
S001311,CUST01677,Positive,0.4404,6000,3000,2,Easy to use and reliable.,3,1
S001312,CUST01276,Neutral,0.0,24000,12000,2,Too expensive for the features offered.,4,1
S001313,CUST00234,Positive,0.4404,350000,70000,5,Product quality could be better.,4,1
S001314,CUST00709,Positive,0.5719,135000,45000,3,Excellent customer service.,3,1
S001315,CUST00187,Negative,-0.4767,50000,25000,2,"Terrible experience, will not buy again.",3,1
S001316,CUST01178,Negative,-0.4585,250,50,5,"Delivery was late, not happy.",3,1
S001317,CUST00123,Positive,0.4404,135000,45000,3,Product quality could be better.,4,1
S001318,CUST00767,Positive,0.4404,60000,12000,5,Product quality could be better.,4,1
S001319,CUST01860,Positive,0.8016,60000,12000,5,"Great product, very satisfied.",3,1
S001320,CUST01000,Neutral,0.0,12000,12000,1,Too expensive for the features offered.,4,1
S001321,CUST00014,Positive,0.4404,12000,12000,1,Product quality could be better.,4,1
S001322,CUST01929,Positive,0.4201,3000,3000,1,Highly recommend to others.,3,1
S001323,CUST00916,Positive,0.4404,60000,12000,5,Easy to use and reliable.,3,1
S001324,CUST00482,Positive,0.5719,60000,12000,5,Excellent customer service.,3,1
S001325,CUST00512,Negative,-0.4767,90000,45000,2,"Terrible experience, will not buy again.",3,1
S001326,CUST00592,Positive,0.8016,75000,15000,5,"Great product, very satisfied.",3,1
S001327,CUST00627,Positive,0.4404,48000,12000,4,Easy to use and reliable.,3,1
S001328,CUST00640,Negative,-0.4767,100000,25000,4,"Terrible experience, will not buy again.",3,1
S001329,CUST01067,Negative,-0.4585,135000,45000,3,"Delivery was late, not happy.",3,1
S001330,CUST01422,Positive,0.6808,45000,45000,1,"Worth the price, happy with the purchase.",4,1
S001331,CUST00984,Negative,-0.4767,70000,70000,1,"Terrible experience, will not buy again.",3,1
S001332,CUST00295,Positive,0.8016,50000,25000,2,"Great product, very satisfied.",3,1
S001333,CUST01038,Neutral,0.0,24000,12000,2,Too expensive for the features offered.,4,1
S001334,CUST01935,Positive,0.6808,60000,12000,5,"Worth the price, happy with the purchase.",4,1
S001335,CUST00910,Positive,0.4404,48000,12000,4,Easy to use and reliable.,3,1
S001336,CUST01803,Positive,0.5719,225000,45000,5,Excellent customer service.,3,1
S001337,CUST00064,Positive,0.8016,300,100,3,"Great product, very satisfied.",3,1
S001338,CUST01210,Negative,-0.4585,3000,3000,1,"Delivery was late, not happy.",3,1
S001339,CUST00497,Positive,0.4201,125000,25000,5,Highly recommend to others.,3,1
S001340,CUST01762,Neutral,0.0,45000,15000,3,Too expensive for the features offered.,4,1
S001341,CUST00018,Positive,0.5719,100000,25000,4,Excellent customer service.,3,1
S001342,CUST00255,Negative,-0.3089,125000,25000,5,"Met expectations, nothing special.",4,1
S001343,CUST01539,Positive,0.4201,30000,15000,2,Highly recommend to others.,3,1
S001344,CUST01445,Negative,-0.3089,60000,12000,5,"Met expectations, nothing special.",4,1
S001345,CUST00295,Positive,0.5719,15000,3000,5,Excellent customer service.,3,1
S001346,CUST00374,Negative,-0.3089,100,50,2,"Met expectations, nothing special.",4,1
S001347,CUST00950,Positive,0.4201,15000,15000,1,Highly recommend to others.,3,1
S001348,CUST00456,Neutral,0.0,140000,70000,2,Too expensive for the features offered.,4,1
S001349,CUST01332,Positive,0.4201,300,100,3,Highly recommend to others.,3,1
S001350,CUST00122,Positive,0.4201,60000,12000,5,Highly recommend to others.,3,1
S001351,CUST01554,Negative,-0.4585,30000,15000,2,"Delivery was late, not happy.",3,1
S001352,CUST00684,Positive,0.4404,400,100,4,Easy to use and reliable.,3,1
S001353,CUST01728,Positive,0.4404,30000,15000,2,Product quality could be better.,4,1
S001354,CUST00096,Positive,0.6808,50,50,1,"Worth the price, happy with the purchase.",4,1
S001355,CUST00847,Negative,-0.3089,15000,15000,1,"Met expectations, nothing special.",4,1
S001356,CUST00636,Negative,-0.4585,30000,15000,2,"Delivery was late, not happy.",3,1
S001357,CUST00622,Neutral,0.0,12000,12000,1,Too expensive for the features offered.,4,1
S001358,CUST01147,Positive,0.8016,9000,3000,3,"Great product, very satisfied.",3,1
S001359,CUST00959,Neutral,0.0,70000,70000,1,Too expensive for the features offered.,4,1
S001360,CUST00180,Positive,0.6808,6000,3000,2,"Worth the price, happy with the purchase.",4,1
S001361,CUST01372,Positive,0.4404,100000,25000,4,Product quality could be better.,4,1
S001362,CUST00092,Positive,0.6808,50000,25000,2,"Worth the price, happy with the purchase.",4,1
S001363,CUST00070,Positive,0.5719,6000,3000,2,Excellent customer service.,3,1
S001364,CUST01293,Negative,-0.4585,32000,8000,4,"Delivery was late, not happy.",3,1
S001365,CUST01184,Positive,0.6808,9000,3000,3,"Worth the price, happy with the purchase.",4,1
S001366,CUST00877,Positive,0.5719,70000,70000,1,Excellent customer service.,3,1
S001367,CUST01632,Positive,0.4404,300,100,3,Product quality could be better.,4,1
S001368,CUST01439,Positive,0.5719,40000,8000,5,Excellent customer service.,3,1
S001369,CUST01001,Negative,-0.4767,90000,45000,2,"Terrible experience, will not buy again.",3,1
S001370,CUST01478,Positive,0.5719,200,100,2,Excellent customer service.,3,1
S001371,CUST01102,Positive,0.4201,24000,12000,2,Highly recommend to others.,3,1
S001372,CUST00621,Negative,-0.4767,60000,12000,5,"Terrible experience, will not buy again.",3,1
S001373,CUST01035,Positive,0.4404,36000,12000,3,Easy to use and reliable.,3,1
S001374,CUST01081,Positive,0.5719,40000,8000,5,Excellent customer service.,3,1
S001375,CUST01192,Negative,-0.3089,90000,45000,2,"Met expectations, nothing special.",4,1
S001376,CUST01167,Negative,-0.4585,50,50,1,"Delivery was late, not happy.",3,1
S001377,CUST01703,Positive,0.4404,100,50,2,Product quality could be better.,4,1
S001378,CUST01834,Positive,0.8016,50000,25000,2,"Great product, very satisfied.",3,1
S001379,CUST01758,Negative,-0.4767,32000,8000,4,"Terrible experience, will not buy again.",3,1
S001380,CUST00543,Negative,-0.4767,48000,12000,4,"Terrible experience, will not buy again.",3,1
S001381,CUST01548,Positive,0.5719,30000,15000,2,Excellent customer service.,3,1
S001382,CUST00568,Positive,0.5719,60000,15000,4,Excellent customer service.,3,1
S001383,CUST00106,Positive,0.8016,24000,12000,2,"Great product, very satisfied.",3,1
S001384,CUST01520,Positive,0.4404,8000,8000,1,Easy to use and reliable.,3,1
S001385,CUST01179,Positive,0.6808,200,50,4,"Worth the price, happy with the purchase.",4,1
S001386,CUST01998,Positive,0.6808,3000,3000,1,"Worth the price, happy with the purchase.",4,1
S001387,CUST00968,Positive,0.5719,75000,15000,5,Excellent customer service.,3,1
S001388,CUST01965,Negative,-0.3089,48000,12000,4,"Met expectations, nothing special.",4,1
S001389,CUST01326,Positive,0.4404,300,100,3,Easy to use and reliable.,3,1
S001390,CUST00185,Positive,0.8016,48000,12000,4,"Great product, very satisfied.",3,1
S001391,CUST00360,Negative,-0.4585,70000,70000,1,"Delivery was late, not happy.",3,1
S001392,CUST01293,Positive,0.4201,60000,12000,5,Highly recommend to others.,3,1
S001393,CUST00485,Positive,0.4404,200,100,2,Easy to use and reliable.,3,1
S001394,CUST00657,Positive,0.4201,500,100,5,Highly recommend to others.,3,1
S001395,CUST00862,Negative,-0.3089,45000,45000,1,"Met expectations, nothing special.",4,1
S001396,CUST00021,Positive,0.5719,100,100,1,Excellent customer service.,3,1
S001397,CUST01020,Positive,0.8016,225000,45000,5,"Great product, very satisfied.",3,1
S001398,CUST00115,Positive,0.5719,350000,70000,5,Excellent customer service.,3,1
S001399,CUST00387,Positive,0.4201,90000,45000,2,Highly recommend to others.,3,1
S001400,CUST01380,Positive,0.8016,150,50,3,"Great product, very satisfied.",3,1
S001401,CUST00389,Positive,0.4404,150,50,3,Product quality could be better.,4,1
S001402,CUST00957,Positive,0.4201,15000,3000,5,Highly recommend to others.,3,1
S001403,CUST00223,Negative,-0.4585,24000,12000,2,"Delivery was late, not happy.",3,1
S001404,CUST00121,Negative,-0.4585,300,100,3,"Delivery was late, not happy.",3,1
S001405,CUST00020,Positive,0.8016,45000,15000,3,"Great product, very satisfied.",3,1
S001406,CUST01470,Positive,0.8016,60000,12000,5,"Great product, very satisfied.",3,1
S001407,CUST01815,Positive,0.6808,3000,3000,1,"Worth the price, happy with the purchase.",4,1
S001408,CUST00756,Positive,0.6808,9000,3000,3,"Worth the price, happy with the purchase.",4,1
S001409,CUST00112,Negative,-0.4585,140000,70000,2,"Delivery was late, not happy.",3,1
S001410,CUST00619,Negative,-0.3089,12000,3000,4,"Met expectations, nothing special.",4,1
S001411,CUST01272,Positive,0.8016,100,50,2,"Great product, very satisfied.",3,1
S001412,CUST00212,Negative,-0.4585,300,100,3,"Delivery was late, not happy.",3,1
S001413,CUST00540,Negative,-0.4585,48000,12000,4,"Delivery was late, not happy.",3,1
S001414,CUST01220,Positive,0.4404,32000,8000,4,Product quality could be better.,4,1
S001415,CUST00192,Positive,0.5719,50,50,1,Excellent customer service.,3,1
S001416,CUST01302,Negative,-0.4767,16000,8000,2,"Terrible experience, will not buy again.",3,1
